Subject	Activity	TimeBodyAcceleration,mean value,X	TimeBodyAcceleration,mean value,Y	TimeBodyAcceleration,mean value,Z	TimeBodyAcceleration,standard deviation value,X	TimeBodyAcceleration,standard deviation value,Y	TimeBodyAcceleration,standard deviation value,Z	TimeGravityAcceleration,mean value,X	TimeGravityAcceleration,mean value,Y	TimeGravityAcceleration,mean value,Z	TimeGravityAcceleration,standard deviation value,X	TimeGravityAcceleration,standard deviation value,Y	TimeGravityAcceleration,standard deviation value,Z	TimeBodyacceleration jerk,mean value,X	TimeBodyacceleration jerk,mean value,Y	TimeBodyacceleration jerk,mean value,Z	TimeBodyacceleration jerk,standard deviation value,X	TimeBodyacceleration jerk,standard deviation value,Y	TimeBodyacceleration jerk,standard deviation value,Z	TimeBodyangular velocity,mean value,X	TimeBodyangular velocity,mean value,Y	TimeBodyangular velocity,mean value,Z	TimeBodyangular velocity,standard deviation value,X	TimeBodyangular velocity,standard deviation value,Y	TimeBodyangular velocity,standard deviation value,Z	TimeBodyangular velocity jerk,mean value,X	TimeBodyangular velocity jerk,mean value,Y	TimeBodyangular velocity jerk,mean value,Z	TimeBodyangular velocity jerk,standard deviation value,X	TimeBodyangular velocity jerk,standard deviation value,Y	TimeBodyangular velocity jerk,standard deviation value,Z	TimeBodyAccelerationMagnitude,mean value	TimeBodyAccelerationMagnitude,standard deviation value	TimeGravityAccelerationMagnitude,mean value	TimeGravityAccelerationMagnitude,standard deviation value	TimeBodyacceleration jerkMagnitude,mean value	TimeBodyacceleration jerkMagnitude,standard deviation value	TimeBodyangular velocityMagnitude,mean value	TimeBodyangular velocityMagnitude,standard deviation value	TimeBodyangular velocity jerkMagnitude,mean value	TimeBodyangular velocity jerkMagnitude,standard deviation value	FrequencyBodyAcceleration,mean value,X	FrequencyBodyAcceleration,mean value,Y	FrequencyBodyAcceleration,mean value,Z	FrequencyBodyAcceleration,standard deviation value,X	FrequencyBodyAcceleration,standard deviation value,Y	FrequencyBodyAcceleration,standard deviation value,Z	FrequencyBodyAcceleration,meanFreq(),X	FrequencyBodyAcceleration,meanFreq(),Y	FrequencyBodyAcceleration,meanFreq(),Z	FrequencyBodyacceleration jerk,mean value,X	FrequencyBodyacceleration jerk,mean value,Y	FrequencyBodyacceleration jerk,mean value,Z	FrequencyBodyacceleration jerk,standard deviation value,X	FrequencyBodyacceleration jerk,standard deviation value,Y	FrequencyBodyacceleration jerk,standard deviation value,Z	FrequencyBodyacceleration jerk,meanFreq(),X	FrequencyBodyacceleration jerk,meanFreq(),Y	FrequencyBodyacceleration jerk,meanFreq(),Z	FrequencyBodyangular velocity,mean value,X	FrequencyBodyangular velocity,mean value,Y	FrequencyBodyangular velocity,mean value,Z	FrequencyBodyangular velocity,standard deviation value,X	FrequencyBodyangular velocity,standard deviation value,Y	FrequencyBodyangular velocity,standard deviation value,Z	FrequencyBodyangular velocity,meanFreq(),X	FrequencyBodyangular velocity,meanFreq(),Y	FrequencyBodyangular velocity,meanFreq(),Z	FrequencyBodyAccelerationMagnitude,mean value	FrequencyBodyAccelerationMagnitude,standard deviation value	FrequencyBodyAccelerationMagnitude,meanFreq()	FrequencyBodyBodyacceleration jerkMagnitude,mean value	FrequencyBodyBodyacceleration jerkMagnitude,standard deviation value	FrequencyBodyBodyacceleration jerkMagnitude,meanFreq()	FrequencyBodyBodyangular velocityMagnitude,mean value	FrequencyBodyBodyangular velocityMagnitude,standard deviation value	FrequencyBodyBodyangular velocityMagnitude,meanFreq()	FrequencyBodyBodyangular velocity jerkMagnitude,mean value	FrequencyBodyBodyangular velocity jerkMagnitude,standard deviation value	FrequencyBodyBodyangular velocity jerkMagnitude,meanFreq()
8	WALKING_UPSTAIRS	0.2588801520487805	-0.028241513634146342	-0.11512211995121951	-0.17171217463414634	0.3487687331707317	0.1211872787902439	0.8603687187804877	-0.2913414917073171	-0.19230696063170732	-0.926673287804878	-0.9310320685365855	-0.876168930487805	0.08138168093951219	0.014120592097560978	-0.06745839192682927	-0.1866188952682927	-0.012350110492682927	-0.4475181790975609	0.1927044759512195	-0.20420535608780488	-0.07245460258048782	-0.3674283672195122	-0.06669808614146341	0.33752647743658537	-0.1554456741487805	-0.027919577097560974	-0.053409038243902446	-0.40507069195121953	-0.42467567341463414	-0.4303666587804878	0.12102662919512196	-0.2272002542195122	0.12102662919512196	-0.2272002542195122	-0.14149461346585365	-0.22829636414634147	0.16644799100000002	-0.10932792382926829	-0.4006640141463415	-0.4939750317073171	-0.16641106538780487	0.2634313998780488	-0.07294969411219512	-0.1752849901707317	0.30540146	0.13376619357804878	-0.29011782780487805	-0.10025440591707317	-0.19185265643902438	-0.20027724916585365	-0.025795259063414636	-0.3866558036585366	-0.2473366179512195	-0.07008214644390244	-0.5082483168292683	-0.11598956471268293	-0.3440299323414634	-0.368783012195122	-0.24026076168292684	-0.11316214446097561	0.16597418695121952	-0.4099555807804878	-0.04788025125853659	0.2632028784292683	-0.2210449792195122	-0.1844037554902439	-0.29623466650487806	-0.13026451905121952	-0.4092828517073171	0.20707128955829268	-0.1318505674609756	-0.3792664997804878	0.2745492589512195	-0.22961095260975609	-0.18332564713414634	-0.12811500334146342	-0.4632705780487805	-0.5757332907317073	0.2516633182439025
8	WALKING_DOWNSTAIRS	0.2834840892105263	-0.02110586749736842	-0.10759813539473685	0.02413934737368421	0.34382627310526315	0.1337170395	0.9140234984210526	-0.18761024342105265	-0.14181793496368422	-0.9457665615789473	-0.9415809344736843	-0.8971900126315789	0.11893808834210527	-0.03801938462105263	-0.03943561576315789	0.25014372452105266	0.2881407187894737	-0.013513626899999999	-0.12118962597368421	-0.05007601733421053	0.11414385515236843	-0.25843088553157895	0.02431312077368421	-0.12956524271052633	-0.03492834897105263	-0.05349696927947369	-0.08679032970789474	-0.26788789732894736	-0.07045265108421053	-0.18960444350000003	0.17659931181842103	0.1313378672368421	0.17659931181842103	0.1313378672368421	0.26262849026842106	0.2534082561	0.09934297440789475	-0.04662918720789474	-0.12618914289473684	-0.15748486684210528	0.1365901998605263	0.3884127797631579	0.15958975653421054	-0.026046326007894735	0.23218407805263155	0.021491484010526318	-0.20075785100000001	0.05115554783157895	0.2230784895631579	0.21484140281578945	0.22063968786842106	0.05860968904473684	0.17265898206578947	0.2739437917736842	-0.08466741868421053	-0.17099789719736844	-0.33765096523684207	-0.18039133852368422	-0.1307404452368421	0.1160908790263158	0.027749806517631575	-0.30273510263157893	-0.0461356322868421	-0.26825340621052635	-0.1771729587605263	0.0716794237631579	-0.005130401907894736	0.3016267573157895	-0.15614109357894737	0.22914456958157894	0.3315284599210527	0.1347347312368421	0.18142253596578947	-0.000362729673684211	-0.2555903142105263	0.2676759828684211	-0.12517958674473684	-0.26298446999999997	0.2428436187368421
8	SITTING	0.2674914729347826	-0.006725506213043479	-0.10446104913043477	-0.9790261523913043	-0.9273319970217391	-0.9395530302173912	0.8324538780434783	0.2400951170652174	0.26389518552173913	-0.966757967173913	-0.9374623013695652	-0.9354753315217392	0.07867137610869565	-0.006575163067130435	-0.010680892006956521	-0.9851887536956522	-0.9807846060869565	-0.9852858071739131	-0.0547396987173913	-0.09550892365217391	0.07160488097826087	-0.9845240528260869	-0.9715006967391304	-0.9596235484782609	-0.09231502504347826	-0.040267377065217394	-0.04457322402173913	-0.9932646473913044	-0.9888762767391305	-0.9852414054347827	-0.952139704347826	-0.9299436156304348	-0.952139704347826	-0.9299436156304348	-0.986061512173913	-0.9806673773913043	-0.9326822432608696	-0.9530016321739131	-0.9918074280434782	-0.9867566708695652	-0.9811429097826087	-0.9442197182608696	-0.9594362758695653	-0.9782567306521739	-0.9238299693478261	-0.933889846521739	-0.16418737309782608	0.10727833851956521	0.06004845782608696	-0.984977270652174	-0.9802211045652175	-0.9829953110869565	-0.986913610652174	-0.9830387834782609	-0.986185349347826	0.227828617	0.05271570031521739	0.008837680815217392	-0.9822003097826086	-0.97658989	-0.9617986769565217	-0.9853393015217391	-0.9689244332608695	-0.9626322539130435	0.11674155682391305	-0.2611394495130435	-0.04301765584695652	-0.9479817834782608	-0.93172124	0.1215430010921739	-0.9809322923913043	-0.9793202117391304	0.3067875609130435	-0.965806789347826	-0.9532511565217392	-0.14112620267391304	-0.9877306041304348	-0.9861472626086957	0.1666387477826087
8	STANDING	0.27962098611111114	-0.014811306714814813	-0.10611499683703703	-0.9888154181481481	-0.9384794290740741	-0.9260652551851852	0.9576699211111112	-0.09046034882148149	-0.09793920248148148	-0.9876902172222223	-0.958904114074074	-0.9182939137037037	0.07537390451851851	0.00814951727462963	0.003221532676481481	-0.9891988798148148	-0.9764421407407406	-0.9826108992592593	-0.021967197820370373	-0.028011763381481484	0.063688907	-0.9729903798148148	-0.9694210455555555	-0.9741183224074074	-0.097757576	-0.048519068425925925	-0.047848322566666664	-0.9815730857407408	-0.9855087651851852	-0.9892709007407409	-0.9537628840740742	-0.9371871852222222	-0.9537628840740742	-0.9371871852222222	-0.9849207977777779	-0.9799322390740741	-0.9528484968518519	-0.9532247896296296	-0.9875805877777778	-0.9824603322222223	-0.9882198622222221	-0.9500491000000001	-0.9503629355555555	-0.9891837496296296	-0.9362317227777778	-0.9197449638888889	0.02311556665555556	0.07718427261481482	0.12118147381481481	-0.9890292385185185	-0.9761776750000001	-0.9794771933333334	-0.9904140868518518	-0.9785817299999999	-0.9844657444444445	0.26729623082407405	-0.0598195579537037	0.06928312442962963	-0.9696774359259259	-0.9725954870370371	-0.9755122766666666	-0.9742009975925926	-0.968055495925926	-0.9759764561111112	-0.15424318704814816	-0.19739251311296296	0.022201108211111115	-0.9537460707407407	-0.9386281863222222	0.11064684558148148	-0.9797458720370371	-0.9791354409259259	0.3080606338851852	-0.964564224074074	-0.9541198262962963	-0.10878031568738704	-0.9837092333333333	-0.9818323362962963	0.17917368996296296
8	LAYING	0.2612542829074074	-0.02122817338814815	-0.10224536561111111	-0.9430412153703704	-0.93489116	-0.9324914544074074	-0.40593003611111106	0.5899224348148148	0.7198315392592592	-0.9188731923333334	-0.9579900364814814	-0.9418362633703703	0.08783269025925927	0.023329915913703703	-0.016921879134444446	-0.9732530422222223	-0.976520952037037	-0.9660875746296297	0.005353612068518519	-0.08913741385925926	0.13818830737037036	-0.9652040175925926	-0.9520393857407408	-0.9675897546296297	-0.1064450083148148	-0.03897351987222222	-0.06941231509259259	-0.9699240774074075	-0.9741864518518518	-0.9876012037037036	-0.9353086338888889	-0.9132503299999999	-0.9353086338888889	-0.9132503299999999	-0.9731474896296296	-0.9629545172222223	-0.9242533485185185	-0.9324707644444444	-0.9784381912962963	-0.9690291116666666	-0.9535385638888889	-0.9518166637037037	-0.944269514074074	-0.9401252983333334	-0.9312367569629629	-0.9311464975185184	-0.30724837436666663	0.005397543574074077	0.19243578708777778	-0.9731105961111112	-0.9758774374074074	-0.9621111366666667	-0.9759599114814814	-0.9791708816666668	-0.968699222962963	0.16498429895925926	0.006672864211111109	0.12024873963518518	-0.9579038861111111	-0.9574111601851852	-0.9674612390740741	-0.9678463607407407	-0.950316470925926	-0.9706719664814815	-0.10559090397222223	-0.19988020551907407	0.21356838220018518	-0.9322796455185185	-0.9172579794259259	0.04849884635185186	-0.9617928524074074	-0.9637910942592592	0.3508226013333334	-0.9445289505555556	-0.93678697	-0.06205637524629629	-0.9684039459259259	-0.9717932798148148	0.2193712461425926
9	WALKING	0.2785028421153846	-0.018089197128442307	-0.11082051230769231	-0.2383535626923077	-0.20169696082692307	-0.05796364690307692	0.9518670796153846	-0.031434173873076926	-0.11585612108038462	-0.9809719736538463	-0.9712424230769231	-0.955523995576923	0.07043572704807692	0.021225591001730767	0.004147627401923076	-0.20673378796153846	-0.27692993384615383	-0.4097645261538462	-0.08083605986538461	-0.06255987106153846	0.11162977989615384	-0.47616350673076924	-0.46705416788461535	-0.26568352134615386	-0.08092040944615385	-0.035628342703846155	-0.06334066205923077	-0.5269853090384615	-0.549200228076923	-0.4578814940384615	-0.09808404961434616	-0.37942876999999997	-0.09808404961434616	-0.37942876999999997	-0.20373361551923075	-0.31711348711538456	-0.2945422668269231	-0.48972581153846156	-0.5102539957692308	-0.5998664726923078	-0.29471116365384614	-0.25767761615384616	-0.25080625978846155	-0.21801997742307694	-0.22397255859615386	-0.03379652565730769	-0.3107275633653846	0.02131950154423077	0.02378317614423077	-0.3142654013461538	-0.36770659499999997	-0.3995412451923077	-0.1702283401344231	-0.22838047348076923	-0.4191043628846154	-0.3782914930769231	-0.3890473038461538	-0.3665704778269231	-0.3836761209615384	-0.43690586057692304	-0.24022251213461537	-0.5074045126923077	-0.49099033634615386	-0.34236722326923075	-0.2006245037307692	0.01648158311076923	-0.1521037210576923	-0.31880102271153843	-0.5138919532692308	0.16167298852884615	-0.3168707155769231	-0.32233753673076926	0.1592399385557692	-0.5137974803846154	-0.5627145286538462	0.12741624112115385	-0.6025816182692307	-0.6243519236538462	0.24322218177115384
9	WALKING_UPSTAIRS	0.26243647571428574	-0.01951010999757143	-0.12521900395918367	-0.3614443775510204	-0.3022062038163265	-0.2534340835428571	0.9026477777551021	-0.03779478242857143	-0.26600986685714284	-0.9543835571428572	-0.9013173216326531	-0.8940710787755103	0.06922662457551021	0.001266122183673469	0.007660466023673472	-0.33529164469387757	-0.586147012244898	-0.6472960020408163	-0.16396719	-0.04125879095795918	0.1456946259244898	-0.34397663073469387	-0.40085906795918363	-0.1381764810587755	-0.06846895933551021	-0.030279745240816325	-0.023632791118367347	-0.6604195342857143	-0.7086047746938775	-0.6571142012244897	-0.26072758142857144	-0.40022203714285715	-0.26072758142857144	-0.40022203714285715	-0.4406675402040816	-0.4454853979591837	-0.08332344900612246	-0.42583976142857144	-0.6728405618367347	-0.7486512555102042	-0.34273595265306117	-0.40502279816326536	-0.3847104234081633	-0.36981577734693877	-0.29764106275510205	-0.24408180830204082	-0.34121967872040815	-0.24708615146938775	-0.21520399281632654	-0.4020447504081633	-0.6084985920408164	-0.6151257106122449	-0.3274219895918367	-0.5901129165306123	-0.6778310828571429	-0.42721108824489795	-0.5292759724489796	-0.5470222163265306	-0.31394163132653063	-0.4991592028571428	-0.32769867118367346	-0.3616263771020408	-0.3520330916122449	-0.16555455422040818	-0.2848817685102041	-0.4149463402040816	-0.5074908667346939	-0.37289034897959183	-0.5099294614285714	-0.0019542749489795917	-0.4195331085714286	-0.4849357520408163	0.02575974555102041	-0.531482693877551	-0.45684132520408166	-0.2599629577959184	-0.7341594493877551	-0.7877815908163266	0.13600115014489794
9	WALKING_DOWNSTAIRS	0.295923445	-0.02039942690754762	-0.0910278793952381	0.21339227054761903	-0.2083107055047619	-0.007715300357142854	0.9384177733333333	-0.03523046451047619	-0.08227617494261905	-0.9521412207142858	-0.9363065588095238	-0.8766412973809523	0.13019304380952382	-0.0206865965952381	0.0026256885476190484	0.017623342197619046	-0.3094424725	-0.35951336276190476	-0.09163830110714286	-0.07125988431428572	0.11680440069047619	-0.39642919795238096	-0.3407652331428571	-0.27968515019190476	-0.09459120244761905	-0.059760833461904764	-0.06780805987857143	-0.5096693140476191	-0.44860245119047615	-0.41723955095238097	0.14588635793571428	0.2651201313652381	0.14588635793571428	0.2651201313652381	-0.16237608927619046	0.03990781855238095	-0.16892140063333333	-0.3223314647619048	-0.46902843404761907	-0.45585542523809525	0.10312850619761905	-0.18312045542857142	-0.10370582265785715	0.25048875886904765	-0.27356138514285716	-0.03494949271428571	-0.44063390571428573	0.06250582437380953	-0.042426660195238095	-0.06453543424047618	-0.31364304180952385	-0.2936777895952381	0.00938224337142857	-0.35598182142857143	-0.4253774083333334	-0.43402213	-0.23204282633357143	-0.33031826192857144	-0.3250428909047619	-0.31251219545238096	-0.25068658671904764	-0.4235587739523809	-0.3642825657142857	-0.3565614717142857	-0.16522423156666668	-0.0035169711690476195	-0.11519199254666666	0.222203941	0.0888671674047619	-0.04982738988809524	0.007168778835714285	0.07055261383333333	-0.08245045999285715	-0.3475402266666667	-0.42417073714285713	0.06567822018809524	-0.4631720538095238	-0.48515890690476193	0.13202101456666668
9	SITTING	0.24832674354	-0.02701677698	-0.07537846885999999	-0.9572277914	-0.8751414049999999	-0.8320018726799999	0.9163245106	-0.0414258228938	0.085263099144	-0.9552804062	-0.9464519699999999	-0.8858541124200001	0.077005006374	0.009817397262	-0.008674672651000002	-0.9645358564	-0.9567775448	-0.9618894376	-0.042328876778	-0.04142711812	0.08079192859079999	-0.9590200492	-0.9191882264	-0.9301768337999999	-0.0930708106	-0.046663441472	-0.052841489994	-0.9645323452	-0.9719274471999999	-0.9687388914	-0.8933617175999999	-0.8637564342	-0.8933617175999999	-0.8637564342	-0.9643837569999999	-0.9517802432000001	-0.9032355368	-0.9066063206	-0.9733641366000001	-0.9663610734	-0.9594135939999999	-0.9116832189999999	-0.8922013438	-0.956903459	-0.8676136074599999	-0.818001834824	-0.109383841734	-0.120093395898	-0.1317488734546	-0.9655962396	-0.9580073906	-0.9575269752	-0.9666604035999999	-0.9585229866	-0.9649413418	0.020397985580000003	-0.27190085077	-0.26766573480600003	-0.950315237	-0.9396930078	-0.9403123130000001	-0.9618360162	-0.910583361	-0.9341874783999999	-0.128144114548	-0.35973958171200004	-0.17324215306	-0.8977181972	-0.8691725114000001	-0.08061344386	-0.9530504408	-0.9493949814	0.0974700202614	-0.9344377378000001	-0.9064712292	-0.19597005159000003	-0.9683155877999999	-0.9659970147999999	0.03153486628800001
9	STANDING	0.2823100573333333	-0.02004549540222222	-0.09527474813333334	-0.9757412524444444	-0.9386357593333332	-0.9192958057777777	0.9613235022222223	-0.010383816474	0.009147692355555554	-0.9891031604444446	-0.9725738675555555	-0.9322452951111111	0.07600320535555556	0.013069979606666665	-0.0047007855020000005	-0.969973398888889	-0.963849332888889	-0.9705842646666667	-0.029183136346	-0.060810158296000005	0.09924093322222222	-0.921990612	-0.9460466404444444	-0.9398897373333333	-0.095897704	-0.04191995743333333	-0.057574313148888896	-0.9491056915555556	-0.9750365304444445	-0.9697264835555556	-0.9451674824444445	-0.9361050104444445	-0.9451674824444445	-0.9361050104444445	-0.9695245788888889	-0.9637641777777778	-0.9210302231111112	-0.9082914031111111	-0.9698240442222222	-0.9652870508888889	-0.9716626920000001	-0.9448494317777778	-0.9416868742222222	-0.9775792484444443	-0.9387900168888889	-0.9138968322222223	-0.1057116803688889	-0.0037872186222222244	0.00016542414888888685	-0.9713137686666666	-0.9626242988888889	-0.9671292004444445	-0.9712788233333334	-0.9682345795555556	-0.9725887486666666	-0.02350414791111111	-0.0981894026	-0.12806795824444445	-0.9169744375555555	-0.9545143015555556	-0.941510336	-0.9247385764444445	-0.9419505768888888	-0.9449428117777777	-0.22285782364444442	-0.34895997042222227	-0.16576126334	-0.9463301717777779	-0.9402655464444444	0.023573870662222225	-0.963242884	-0.9635931595555556	0.20053768828888888	-0.9297690677777778	-0.9109096595555556	-0.17495356862222222	-0.967491628	-0.9647707991111111	0.024365084844444444
9	LAYING	0.2591955368	-0.020526821661999997	-0.10754972144	-0.9423330900000001	-0.9162927764	-0.9407072854	-0.5802528348	-0.11915419619999999	0.9578730416000001	-0.9218210626	-0.9699944882	-0.9712046902	0.08807344764	0.011561732718	-0.007053677858399999	-0.9647404702	-0.9639966798	-0.958562455	-0.013632036148	-0.15890291983	0.10127501068200001	-0.9422465098	-0.9266185314000001	-0.9615953704	-0.10384667982	-0.027552256948	-0.0569490475	-0.945329035	-0.9621702422	-0.9770761602	-0.9308684375999999	-0.91512680016	-0.9308684375999999	-0.91512680016	-0.9633745492	-0.9550268051999999	-0.9071250998000001	-0.8985578738	-0.964524819	-0.9528015598	-0.9468654940000001	-0.9343665984	-0.9459190006	-0.9409810272	-0.9128367507999999	-0.9419711636	-0.4459627774628	-0.21533675265399999	0.17810728091999997	-0.964304065	-0.9640828062	-0.955909215	-0.9686013042	-0.966634136	-0.9597147176	-0.08503093738	-0.22709366969800002	-0.094374360132	-0.930297921	-0.9345796594	-0.9598150092000001	-0.9463891504	-0.9231319365999999	-0.965686312	-0.23069917904112	-0.321206958058	-0.055125413678	-0.9266042952	-0.9219297383939999	-0.08560905245199998	-0.9543205856	-0.9550947122	0.1670029826292	-0.9186053355999999	-0.9034005814	-0.20634356866	-0.9558062545999999	-0.9522904701999999	-0.016201378678
10	WALKING	0.2785740766037736	-0.017022351190566037	-0.10905751213207547	-0.17870973439622642	-0.02274316516981132	-0.39564507207547167	0.9630921498113207	-0.08382770139622642	0.054927624226415096	-0.9744351581132075	-0.9711147198113208	-0.9578627283018869	0.08579438092830187	0.004082487926415094	-0.01629531953962264	-0.05219910132075471	0.07508049521132075	-0.5116629058490566	0.010689497621509435	-0.08195407837609434	0.09866957311603773	-0.4142054752830189	-0.25085331867924526	-0.1745248686037736	-0.12270956346226415	-0.05192049810377358	-0.06112629288490566	-0.36606372320754715	-0.5096833279245283	-0.32907949264150943	-0.12740091206981133	-0.18560239606792453	-0.12740091206981133	-0.18560239606792453	-0.13262499229828303	0.03760833800943396	-0.15645873035849056	-0.40202513566037734	-0.44036363660377353	-0.5010279166037735	-0.11419000128301887	0.05339119098867925	-0.4121827224528302	-0.20636649722641512	-0.12977570631698113	-0.43530421566037736	-0.26332591785283016	0.24379749681132074	0.2589679663528302	-0.10794110746792453	0.030905201832641508	-0.4640205088679245	-0.07915182671075473	0.04848676722641509	-0.5585126501886792	-0.26013063880754717	-0.14844568740207548	0.05579909066037736	-0.277913780754717	-0.3452090345283019	-0.10853002988113207	-0.4582929328301886	-0.20439282158490565	-0.2732928662264151	-0.09336714190188679	-0.1221099299245283	-0.12980037210943396	-0.09302374227924529	-0.3704719439622641	0.17959986478301884	0.020518951698113207	0.05020876349867925	-0.07128539416981132	-0.4126169096226415	-0.4997597969811321	0.1291001068283019	-0.5150653358490566	-0.5176757990566038	-0.000234019224528302
10	WALKING_UPSTAIRS	0.2671218534042553	-0.014385492034042551	-0.11818042083404255	-0.16159192423404256	-0.005552876927659573	-0.07387449313404255	0.9318610274468084	-0.05656702787234043	0.0227527702016383	-0.9592160723404256	-0.9370394174468085	-0.8647458382978723	0.06488293035106382	0.026631428219148934	-0.05133758318510639	-0.1872201755106383	-0.17780308342553192	-0.607520480212766	0.0733447168425532	-0.09546002164468086	0.08796641829574468	-0.3085347081212766	0.0411724668680851	-0.3205093322978723	-0.15721253918936168	-0.037234852252127665	-0.03650217378723404	-0.4272913436170213	-0.6046290578723404	-0.4822447993617021	-0.026662329475744685	-0.21153748021438296	-0.026662329475744685	-0.21153748021438296	-0.2620380424468085	-0.22601019788936172	0.04385738468510639	-0.11306267354297873	-0.5234629685106383	-0.6182723553191489	-0.13941079061702127	-0.0390688222212766	-0.30120640808510635	-0.17195734943829788	-0.051628469647234033	-0.03423472339148936	-0.30039092714893617	-0.0035449232893617014	-0.2899694190425532	-0.20121432216382978	-0.20687283921276597	-0.5532306672340426	-0.24759832085829786	-0.20279612909787234	-0.662894135319149	-0.2303375140212766	-0.37085482978723405	-0.3285833084680851	-0.21852471691276595	-0.23585898621276596	-0.26276336717021276	-0.3413016200638298	0.17173578529787237	-0.40382208276595744	-0.23576504672468085	-0.4214287226808511	-0.13547869727021278	-0.16686672157446808	-0.36143753468085105	0.08790496228510639	-0.1535531473829787	-0.3343650438297872	0.17873493314574468	-0.26537168914893616	-0.16696937776595744	-0.19444727604042553	-0.6005829982978723	-0.6712905621276596	0.15859103092978724
10	WALKING_DOWNSTAIRS	0.29040159431578944	-0.020005077071052632	-0.11084859724736842	0.295733547631579	0.004079153631578943	-0.18355756203289475	0.9398074210526316	-0.06461607689473685	0.04187154092631579	-0.9392676131578949	-0.9370038236842105	-0.9020852247368422	0.10095938744736842	0.010782490236842105	0.00015261717368421137	0.22327580610526318	-0.10502035556289474	-0.31818841728947367	-0.12483959428947368	-0.10674253883157896	0.07244336855789474	-0.30474537702631577	-0.3114075252631579	-0.035302183699999996	-0.06437640055263158	-0.04893780531578947	-0.07204131120789474	-0.4169861392105263	-0.4716509776315789	-0.22713738960526317	0.2508437693947368	0.15699820542105264	0.2508437693947368	0.15699820542105264	0.050701022843157896	0.11087723126315789	-0.02384680375789474	-0.28038285055263157	-0.40185431131578947	-0.4941057563157895	0.21566527315789474	0.009046603602631577	-0.15772835774210528	0.3249577431578947	-0.06333377175263158	-0.2686861702631579	-0.3216790500526316	0.06671925232894738	0.2570673144078947	0.18141913100263157	-0.11950429557368421	-0.24067903542894734	0.1569126786263158	-0.15335580256578948	-0.3961479297368421	-0.23677978163157895	-0.2977630237105263	0.01898216634473684	-0.2143502800792105	-0.27249571034210524	0.03913668143421052	-0.3395143581578947	-0.3432370044736842	-0.15039163789999999	-0.17721565163421055	-0.0055595874526315784	-0.04489287184210526	0.22011570336842107	-0.06167428408157895	0.16442882915789472	0.15697804705263158	0.03802666967894737	0.1252059534568421	-0.31234751028947366	-0.38778010444736843	0.07743625959439475	-0.48419648473684207	-0.5449885192105263	0.17877311695789475
10	SITTING	0.27061205648148146	-0.015042681852037039	-0.10425323879629629	-0.9829018259259259	-0.917979529962963	-0.9678269816666666	0.7918871981481481	-0.04126077499999999	0.20253457287037036	-0.973128354074074	-0.9356900064814815	-0.9668985205555556	0.07753725051851852	0.008978754587037037	-0.0049956642766666665	-0.9889464140740741	-0.9807567898148148	-0.9882558037037037	-0.04324321768518519	-0.06799935988888889	0.07459588694444444	-0.9888730972222222	-0.9843733048148148	-0.960445962037037	-0.09315550264814815	-0.041121654092592594	-0.04894119150296296	-0.9923266572222222	-0.9925844948148148	-0.9902598131481481	-0.9607571996296296	-0.9396695914814814	-0.9607571996296296	-0.9396695914814814	-0.9880542375925926	-0.9852098562962963	-0.9442020437037038	-0.9630645775925926	-0.9937074875925925	-0.9916961964814816	-0.9849431442592592	-0.9404502	-0.9746446546296297	-0.9822424277777778	-0.9128380630185186	-0.9661210425925927	-0.08261407288981483	0.02793197379814815	0.23364402002912038	-0.9893650138888889	-0.9809628561111111	-0.9860567677777778	-0.9895509174074074	-0.9820455911111111	-0.98911086	0.19344921633333334	-0.02618592653314815	0.1175307365037037	-0.9864773633333334	-0.9861792155555555	-0.9653954696296296	-0.9897123607407408	-0.9835796466666666	-0.9624185598148147	0.21410502057407405	0.06772522855555556	-0.08444359596296297	-0.9552810107407408	-0.9415119527777778	0.2215660812962963	-0.9859008011111112	-0.9832667414814814	0.3247620927962963	-0.9744597325925926	-0.9624599561111111	0.005813373851851851	-0.9921915292592592	-0.9914091009259259	0.3440085027777777
